date,hospital,blood_group,demand,units_collected,stock_on_hand,units_used,units_expired,units_expiring_soon,shortage,is_weekend,is_holiday,is_dengue_season,day_of_week,month,year,week_of_year
2021-05-22,Hospital_B,O_negative,10,9,170,10,0,0,0,1,0,0,5,5,2021,20
2021-05-23,Hospital_B,O_negative,11,7,166,11,0,0,0,1,0,0,6,5,2021,20
2021-05-24,Hospital_B,O_negative,18,19,167,18,0,0,0,0,0,0,0,5,2021,21
2021-05-25,Hospital_B,O_negative,7,9,169,7,0,0,0,0,0,0,1,5,2021,21
2021-05-26,Hospital_B,O_negative,9,8,168,9,0,0,0,0,0,0,2,5,2021,21
2021-05-27,Hospital_B,O_negative,9,8,167,9,0,0,0,0,0,0,3,5,2021,21
2021-05-28,Hospital_B,O_negative,7,7,167,7,0,0,0,0,0,0,4,5,2021,21
2021-05-29,Hospital_B,O_negative,18,26,175,18,0,0,0,1,0,0,5,5,2021,21
2021-05-30,Hospital_B,O_negative,9,13,179,9,0,0,0,1,0,0,6,5,2021,21
2021-05-31,Hospital_B,O_negative,13,21,187,13,0,0,0,0,0,0,0,5,2021,22
2021-06-01,Hospital_B,O_negative,9,12,190,9,0,0,0,0,0,0,1,6,2021,22
2021-06-02,Hospital_B,O_negative,12,19,197,12,0,0,0,0,0,0,2,6,2021,22
2021-06-03,Hospital_B,O_negative,12,16,201,12,0,0,0,0,0,0,3,6,2021,22
2021-06-04,Hospital_B,O_negative,14,17,204,14,0,0,0,0,0,0,4,6,2021,22
2021-06-05,Hospital_B,O_negative,8,6,202,8,0,0,0,1,0,0,5,6,2021,22
2021-06-06,Hospital_B,O_negative,13,12,201,13,0,0,0,1,0,0,6,6,2021,22
2021-06-07,Hospital_B,O_negative,15,18,204,15,0,0,0,0,0,0,0,6,2021,23
2021-06-08,Hospital_B,O_negative,7,5,202,7,0,0,0,0,0,0,1,6,2021,23
2021-06-09,Hospital_B,O_negative,8,8,202,8,0,0,0,0,0,0,2,6,2021,23
2021-06-10,Hospital_B,O_negative,7,7,202,7,0,0,0,0,0,0,3,6,2021,23
2021-06-11,Hospital_B,O_negative,14,22,210,14,0,0,0,0,0,0,4,6,2021,23
2021-06-12,Hospital_B,O_negative,13,9,206,13,0,0,0,1,0,0,5,6,2021,23
2021-06-13,Hospital_B,O_negative,11,10,205,11,0,0,0,1,0,0,6,6,2021,23
2021-06-14,Hospital_B,O_negative,17,15,203,17,0,0,0,0,0,0,0,6,2021,24
2021-06-15,Hospital_B,O_negative,10,6,199,10,0,0,0,0,0,0,1,6,2021,24
2021-06-16,Hospital_B,O_negative,9,7,197,9,0,0,0,0,0,0,2,6,2021,24
2021-06-17,Hospital_B,O_negative,17,17,197,17,0,0,0,0,0,0,3,6,2021,24
2021-06-18,Hospital_B,O_negative,10,10,197,10,0,0,0,0,0,0,4,6,2021,24
2021-06-19,Hospital_B,O_negative,7,10,200,7,0,0,0,1,0,0,5,6,2021,24
2021-06-20,Hospital_B,O_negative,11,12,201,11,0,0,0,1,0,0,6,6,2021,24
2021-06-21,Hospital_B,O_negative,17,22,206,17,0,0,0,0,0,0,0,6,2021,25
2021-06-22,Hospital_B,O_negative,8,13,211,8,0,0,0,0,0,0,1,6,2021,25
2021-06-23,Hospital_B,O_negative,24,20,207,24,0,0,0,0,0,0,2,6,2021,25
2021-06-24,Hospital_B,O_negative,12,7,202,12,0,0,0,0,0,0,3,6,2021,25
2021-06-25,Hospital_B,O_negative,13,15,204,13,0,0,0,0,0,0,4,6,2021,25
2021-06-26,Hospital_B,O_negative,5,9,208,5,0,0,0,1,0,0,5,6,2021,25
2021-06-27,Hospital_B,O_negative,6,10,212,6,0,0,0,1,0,0,6,6,2021,25
2021-06-28,Hospital_B,O_negative,16,13,209,16,0,0,0,0,0,0,0,6,2021,26
2021-06-29,Hospital_B,O_negative,10,16,215,10,0,0,0,0,0,0,1,6,2021,26
2021-06-30,Hospital_B,O_negative,13,10,212,13,0,0,0,0,0,0,2,6,2021,26
2021-07-01,Hospital_B,O_negative,13,21,220,13,0,0,0,0,0,1,3,7,2021,26
2021-07-02,Hospital_B,O_negative,12,22,230,12,0,0,0,0,0,1,4,7,2021,26
2021-07-03,Hospital_B,O_negative,8,5,227,8,0,0,0,1,0,1,5,7,2021,26
2021-07-04,Hospital_B,O_negative,9,15,233,9,0,0,0,1,0,1,6,7,2021,26
2021-07-05,Hospital_B,O_negative,27,38,244,27,0,0,0,0,0,1,0,7,2021,27
2021-07-06,Hospital_B,O_negative,13,13,244,13,0,0,0,0,0,1,1,7,2021,27
2021-07-07,Hospital_B,O_negative,18,20,246,18,0,0,0,0,0,1,2,7,2021,27
2021-07-08,Hospital_B,O_negative,15,10,241,15,0,0,0,0,0,1,3,7,2021,27
2021-07-09,Hospital_B,O_negative,11,10,240,11,0,0,0,0,0,1,4,7,2021,27
2021-07-10,Hospital_B,O_negative,8,11,243,8,0,0,0,1,0,1,5,7,2021,27
2021-07-11,Hospital_B,O_negative,23,24,244,23,0,0,0,1,0,1,6,7,2021,27
2021-07-12,Hospital_B,O_negative,13,10,241,13,0,0,0,0,0,1,0,7,2021,28
2021-07-13,Hospital_B,O_negative,10,10,241,10,0,0,0,0,0,1,1,7,2021,28
2021-07-14,Hospital_B,O_negative,14,17,244,14,0,0,0,0,0,1,2,7,2021,28
2021-07-15,Hospital_B,O_negative,16,13,241,16,0,0,0,0,0,1,3,7,2021,28
2021-07-16,Hospital_B,O_negative,13,15,243,13,0,0,0,0,0,1,4,7,2021,28
2021-07-17,Hospital_B,O_negative,3,5,245,3,0,0,0,1,0,1,5,7,2021,28
2021-07-18,Hospital_B,O_negative,11,15,249,11,0,0,0,1,0,1,6,7,2021,28
2021-07-19,Hospital_B,O_negative,15,15,249,15,0,0,0,0,0,1,0,7,2021,29
2021-07-20,Hospital_B,O_negative,13,19,255,13,0,0,0,0,0,1,1,7,2021,29
2021-07-21,Hospital_B,O_negative,12,9,252,12,0,0,0,0,0,1,2,7,2021,29
2021-07-22,Hospital_B,O_negative,8,12,256,8,0,0,0,0,0,1,3,7,2021,29
2021-07-23,Hospital_B,O_negative,8,5,253,8,0,0,0,0,0,1,4,7,2021,29
2021-07-24,Hospital_B,O_negative,7,5,251,7,0,0,0,1,0,1,5,7,2021,29
2021-07-25,Hospital_B,O_negative,9,16,258,9,0,0,0,1,0,1,6,7,2021,29
2021-07-26,Hospital_B,O_negative,17,16,257,17,0,0,0,0,0,1,0,7,2021,30
2021-07-27,Hospital_B,O_negative,11,13,259,11,0,0,0,0,0,1,1,7,2021,30
2021-07-28,Hospital_B,O_negative,8,10,261,8,0,0,0,0,0,1,2,7,2021,30
2021-07-29,Hospital_B,O_negative,16,20,265,16,0,0,0,0,0,1,3,7,2021,30
2021-07-30,Hospital_B,O_negative,5,8,268,5,0,0,0,0,0,1,4,7,2021,30
2021-07-31,Hospital_B,O_negative,7,11,272,7,0,0,0,1,0,1,5,7,2021,30
2021-08-01,Hospital_B,O_negative,7,4,269,7,0,0,0,1,0,1,6,8,2021,30
2021-08-02,Hospital_B,O_negative,7,4,266,7,0,0,0,0,0,1,0,8,2021,31
2021-08-03,Hospital_B,O_negative,25,27,268,25,0,0,0,0,0,1,1,8,2021,31
2021-08-04,Hospital_B,O_negative,7,7,268,7,0,0,0,0,0,1,2,8,2021,31
2021-08-05,Hospital_B,O_negative,6,6,268,6,0,0,0,0,0,1,3,8,2021,31
2021-08-06,Hospital_B,O_negative,10,12,270,10,0,0,0,0,0,1,4,8,2021,31
2021-08-07,Hospital_B,O_negative,8,6,268,8,0,0,0,1,0,1,5,8,2021,31
2021-08-08,Hospital_B,O_negative,9,9,268,9,0,0,0,1,0,1,6,8,2021,31
2021-08-09,Hospital_B,O_negative,10,12,270,10,0,0,0,0,0,1,0,8,2021,32
2021-08-10,Hospital_B,O_negative,11,14,273,11,0,0,0,0,0,1,1,8,2021,32
2021-08-11,Hospital_B,O_negative,13,19,279,13,0,0,0,0,0,1,2,8,2021,32
2021-08-12,Hospital_B,O_negative,13,16,282,13,0,0,0,0,0,1,3,8,2021,32
2021-08-13,Hospital_B,O_negative,10,10,282,10,0,0,0,0,0,1,4,8,2021,32
2021-08-14,Hospital_B,O_negative,5,5,282,5,0,0,0,1,0,1,5,8,2021,32
2021-08-15,Hospital_B,O_negative,7,9,284,7,0,0,0,1,1,1,6,8,2021,32
2021-08-16,Hospital_B,O_negative,15,17,286,15,0,0,0,0,0,1,0,8,2021,33
2021-08-17,Hospital_B,O_negative,11,9,284,11,0,0,0,0,0,1,1,8,2021,33
2021-08-18,Hospital_B,O_negative,19,27,292,19,0,0,0,0,0,1,2,8,2021,33
2021-08-19,Hospital_B,O_negative,14,16,294,14,0,0,0,0,0,1,3,8,2021,33
2021-08-20,Hospital_B,O_negative,16,13,291,16,0,0,0,0,0,1,4,8,2021,33
2021-08-21,Hospital_B,O_negative,7,6,290,7,0,0,0,1,0,1,5,8,2021,33
2021-08-22,Hospital_B,O_negative,7,5,288,7,0,0,0,1,0,1,6,8,2021,33
2021-08-23,Hospital_B,O_negative,13,14,289,13,0,0,0,0,0,1,0,8,2021,34
2021-08-24,Hospital_B,O_negative,13,16,292,13,0,0,0,0,0,1,1,8,2021,34
2021-08-25,Hospital_B,O_negative,16,18,294,16,0,0,0,0,0,1,2,8,2021,34
2021-08-26,Hospital_B,O_negative,17,18,295,17,0,0,0,0,0,1,3,8,2021,34
2021-08-27,Hospital_B,O_negative,6,9,298,6,0,0,0,0,0,1,4,8,2021,34
2021-08-28,Hospital_B,O_negative,2,5,301,2,0,0,0,1,0,1,5,8,2021,34
2021-08-29,Hospital_B,O_negative,14,14,301,14,0,0,0,1,0,1,6,8,2021,34
2021-08-30,Hospital_B,O_negative,12,15,304,12,0,0,0,0,0,1,0,8,2021,35
2021-08-31,Hospital_B,O_negative,11,8,301,11,0,0,0,0,0,1,1,8,2021,35
2021-09-01,Hospital_B,O_negative,18,23,306,18,0,0,0,0,0,1,2,9,2021,35
2021-09-02,Hospital_B,O_negative,14,14,306,14,0,0,0,0,0,1,3,9,2021,35
2021-09-03,Hospital_B,O_negative,11,7,302,11,0,0,0,0,0,1,4,9,2021,35
2021-09-04,Hospital_B,O_negative,4,7,305,4,0,0,0,1,0,1,5,9,2021,35
2021-09-05,Hospital_B,O_negative,6,5,304,6,0,0,0,1,0,1,6,9,2021,35
2021-09-06,Hospital_B,O_negative,16,25,313,16,0,0,0,0,0,1,0,9,2021,36
2021-09-07,Hospital_B,O_negative,16,16,313,16,0,0,0,0,0,1,1,9,2021,36
2021-09-08,Hospital_B,O_negative,10,16,319,10,0,0,0,0,0,1,2,9,2021,36
2021-09-09,Hospital_B,O_negative,11,12,320,11,0,0,0,0,0,1,3,9,2021,36
2021-09-10,Hospital_B,O_negative,9,15,326,9,0,0,0,0,0,1,4,9,2021,36
2021-09-11,Hospital_B,O_negative,7,8,327,7,0,0,0,1,0,1,5,9,2021,36
2021-09-12,Hospital_B,O_negative,11,16,332,11,0,0,0,1,0,1,6,9,2021,36
2021-09-13,Hospital_B,O_negative,16,25,341,16,0,0,0,0,0,1,0,9,2021,37
2021-09-14,Hospital_B,O_negative,13,17,345,13,0,0,0,0,0,1,1,9,2021,37
2021-09-15,Hospital_B,O_negative,9,10,346,9,0,0,0,0,0,1,2,9,2021,37
2021-09-16,Hospital_B,O_negative,14,16,348,14,0,0,0,0,0,1,3,9,2021,37
2021-09-17,Hospital_B,O_negative,9,12,351,9,0,0,0,0,0,1,4,9,2021,37
2021-09-18,Hospital_B,O_negative,11,12,352,11,0,0,0,1,0,1,5,9,2021,37
2021-09-19,Hospital_B,O_negative,16,26,362,16,0,0,0,1,0,1,6,9,2021,37
2021-09-20,Hospital_B,O_negative,21,21,362,21,0,0,0,0,0,1,0,9,2021,38
2021-09-21,Hospital_B,O_negative,11,8,359,11,0,0,0,0,0,1,1,9,2021,38
2021-09-22,Hospital_B,O_negative,17,18,360,17,0,0,0,0,0,1,2,9,2021,38
2021-09-23,Hospital_B,O_negative,13,17,364,13,0,0,0,0,0,1,3,9,2021,38
2021-09-24,Hospital_B,O_negative,18,14,360,18,0,0,0,0,0,1,4,9,2021,38
2021-09-25,Hospital_B,O_negative,9,14,365,9,0,0,0,1,0,1,5,9,2021,38
2021-09-26,Hospital_B,O_negative,7,4,362,7,0,0,0,1,0,1,6,9,2021,38
2021-09-27,Hospital_B,O_negative,12,13,363,12,0,0,0,0,0,1,0,9,2021,39
2021-09-28,Hospital_B,O_negative,24,30,369,24,0,0,0,0,0,1,1,9,2021,39
2021-09-29,Hospital_B,O_negative,21,22,370,21,0,0,0,0,0,1,2,9,2021,39
2021-09-30,Hospital_B,O_negative,13,13,370,13,0,0,0,0,0,1,3,9,2021,39
2021-10-01,Hospital_B,O_negative,8,7,369,8,0,0,0,0,0,1,4,10,2021,39
2021-10-02,Hospital_B,O_negative,13,20,376,13,0,0,0,1,1,1,5,10,2021,39
2021-10-03,Hospital_B,O_negative,5,9,380,5,0,0,0,1,0,1,6,10,2021,39
2021-10-04,Hospital_B,O_negative,16,15,379,16,0,0,0,0,0,1,0,10,2021,40
2021-10-05,Hospital_B,O_negative,4,2,377,4,0,0,0,0,0,1,1,10,2021,40
2021-10-06,Hospital_B,O_negative,8,6,375,8,0,0,0,0,0,1,2,10,2021,40
2021-10-07,Hospital_B,O_negative,10,9,374,10,0,0,0,0,0,1,3,10,2021,40
2021-10-08,Hospital_B,O_negative,5,7,376,5,0,0,0,0,0,1,4,10,2021,40
2021-10-09,Hospital_B,O_negative,15,22,383,15,0,0,0,1,0,1,5,10,2021,40
2021-10-10,Hospital_B,O_negative,6,5,382,6,0,0,0,1,0,1,6,10,2021,40
2021-10-11,Hospital_B,O_negative,28,28,382,28,0,0,0,0,0,1,0,10,2021,41
2021-10-12,Hospital_B,O_negative,14,22,390,14,0,14,0,0,0,1,1,10,2021,41
2021-10-13,Hospital_B,O_negative,12,18,396,12,0,12,0,0,0,1,2,10,2021,41
2021-10-14,Hospital_B,O_negative,10,12,398,10,0,2,0,0,0,1,3,10,2021,41
2021-10-15,Hospital_B,O_negative,9,12,401,9,0,0,0,0,0,1,4,10,2021,41
2021-10-16,Hospital_B,O_negative,11,13,403,11,0,8,0,1,0,1,5,10,2021,41
2021-10-17,Hospital_B,O_negative,13,9,399,13,0,0,0,1,0,1,6,10,2021,41
2021-10-18,Hospital_B,O_negative,11,14,402,11,0,0,0,0,0,1,0,10,2021,42
2021-10-19,Hospital_B,O_negative,13,10,399,13,0,0,0,0,0,1,1,10,2021,42
2021-10-20,Hospital_B,O_negative,13,9,395,13,0,0,0,0,0,1,2,10,2021,42
2021-10-21,Hospital_B,O_negative,9,4,390,9,0,0,0,0,0,1,3,10,2021,42
2021-10-22,Hospital_B,O_negative,14,17,393,14,0,0,0,0,0,1,4,10,2021,42
2021-10-23,Hospital_B,O_negative,6,11,398,6,0,0,0,1,0,1,5,10,2021,42
2021-10-24,Hospital_B,O_negative,10,8,396,10,0,13,0,1,0,1,6,10,2021,42
2021-10-25,Hospital_B,O_negative,11,11,396,11,0,29,0,0,0,1,0,10,2021,43
2021-10-26,Hospital_B,O_negative,12,8,392,12,0,17,0,0,0,1,1,10,2021,43
2021-10-27,Hospital_B,O_negative,17,26,401,17,0,21,0,0,0,1,2,10,2021,43
2021-10-28,Hospital_B,O_negative,8,5,398,8,0,52,0,0,0,1,3,10,2021,43
2021-10-29,Hospital_B,O_negative,11,13,400,11,0,47,0,0,0,1,4,10,2021,43
2021-10-30,Hospital_B,O_negative,9,13,404,9,0,38,0,1,0,1,5,10,2021,43
2021-10-31,Hospital_B,O_negative,6,5,403,6,0,50,0,1,0,1,6,10,2021,43
2021-11-01,Hospital_B,O_negative,16,9,370,16,26,8,0,0,0,0,0,11,2021,44
2021-11-02,Hospital_B,O_negative,9,9,370,9,0,27,0,0,0,0,1,11,2021,44
2021-11-03,Hospital_B,O_negative,9,6,367,9,0,18,0,0,0,0,2,11,2021,44
2021-11-04,Hospital_B,O_negative,10,8,365,10,0,8,0,0,1,0,3,11,2021,44
2021-11-05,Hospital_B,O_negative,11,9,363,11,0,0,0,0,0,0,4,11,2021,44
2021-11-06,Hospital_B,O_negative,4,5,364,4,0,24,0,1,0,0,5,11,2021,44
2021-11-07,Hospital_B,O_negative,11,12,365,11,0,42,0,1,0,0,6,11,2021,44
2021-11-08,Hospital_B,O_negative,8,6,363,8,0,56,0,0,0,0,0,11,2021,45
2021-11-09,Hospital_B,O_negative,12,13,364,12,0,44,0,0,0,0,1,11,2021,45
2021-11-10,Hospital_B,O_negative,8,11,367,8,0,36,0,0,0,0,2,11,2021,45
2021-11-11,Hospital_B,O_negative,11,9,351,11,14,44,0,0,0,0,3,11,2021,45
2021-11-12,Hospital_B,O_negative,11,13,342,11,11,27,0,0,0,0,4,11,2021,45
2021-11-13,Hospital_B,O_negative,9,12,345,9,0,27,0,1,0,0,5,11,2021,45
2021-11-14,Hospital_B,O_negative,7,7,345,7,0,27,0,1,0,0,6,11,2021,45
2021-11-15,Hospital_B,O_negative,20,14,333,20,6,1,0,0,0,0,0,11,2021,46
2021-11-16,Hospital_B,O_negative,16,15,332,16,0,0,0,0,0,0,1,11,2021,46
2021-11-17,Hospital_B,O_negative,9,6,329,9,0,1,0,0,0,0,2,11,2021,46
2021-11-18,Hospital_B,O_negative,11,16,334,11,0,21,0,0,0,0,3,11,2021,46
2021-11-19,Hospital_B,O_negative,11,5,328,11,0,28,0,0,0,0,4,11,2021,46
2021-11-20,Hospital_B,O_negative,9,7,326,9,0,19,0,1,0,0,5,11,2021,46
2021-11-21,Hospital_B,O_negative,4,3,325,4,0,28,0,1,0,0,6,11,2021,46
2021-11-22,Hospital_B,O_negative,20,23,328,20,0,8,0,0,0,0,0,11,2021,47
2021-11-23,Hospital_B,O_negative,15,13,326,15,0,4,0,0,0,0,1,11,2021,47
2021-11-24,Hospital_B,O_negative,12,13,327,12,0,14,0,0,0,0,2,11,2021,47
2021-11-25,Hospital_B,O_negative,9,9,327,9,0,5,0,0,0,0,3,11,2021,47
2021-11-26,Hospital_B,O_negative,10,7,324,10,0,3,0,0,0,0,4,11,2021,47
2021-11-27,Hospital_B,O_negative,5,8,327,5,0,13,0,1,0,0,5,11,2021,47
2021-11-28,Hospital_B,O_negative,11,12,328,11,0,2,0,1,0,0,6,11,2021,47
2021-11-29,Hospital_B,O_negative,13,15,330,13,0,0,0,0,0,0,0,11,2021,48
2021-11-30,Hospital_B,O_negative,14,11,327,14,0,5,0,0,0,0,1,11,2021,48
2021-12-01,Hospital_B,O_negative,19,21,329,19,0,23,0,0,0,0,2,12,2021,48
2021-12-02,Hospital_B,O_negative,9,11,331,9,0,22,0,0,0,0,3,12,2021,48
2021-12-03,Hospital_B,O_negative,12,12,331,12,0,37,0,0,0,0,4,12,2021,48
2021-12-04,Hospital_B,O_negative,6,4,329,6,0,45,0,1,0,0,5,12,2021,48
2021-12-05,Hospital_B,O_negative,5,8,332,5,0,51,0,1,0,0,6,12,2021,48
2021-12-06,Hospital_B,O_negative,18,17,331,18,0,57,0,0,0,0,0,12,2021,49
2021-12-07,Hospital_B,O_negative,18,22,327,18,8,40,0,0,0,0,1,12,2021,49
2021-12-08,Hospital_B,O_negative,4,6,329,4,0,36,0,0,0,0,2,12,2021,49
2021-12-09,Hospital_B,O_negative,12,21,335,12,3,50,0,0,0,0,3,12,2021,49
2021-12-10,Hospital_B,O_negative,10,11,324,10,12,44,0,0,0,0,4,12,2021,49
2021-12-11,Hospital_B,O_negative,7,14,331,7,0,37,0,1,0,0,5,12,2021,49
2021-12-12,Hospital_B,O_negative,6,5,330,6,0,31,0,1,0,0,6,12,2021,49
2021-12-13,Hospital_B,O_negative,19,18,314,19,15,0,0,0,0,0,0,12,2021,50
2021-12-14,Hospital_B,O_negative,9,14,319,9,0,0,0,0,0,0,1,12,2021,50
2021-12-15,Hospital_B,O_negative,5,6,320,5,0,8,0,0,0,0,2,12,2021,50
2021-12-16,Hospital_B,O_negative,13,11,318,13,0,0,0,0,0,0,3,12,2021,50
2021-12-17,Hospital_B,O_negative,9,7,316,9,0,1,0,0,0,0,4,12,2021,50
2021-12-18,Hospital_B,O_negative,9,8,315,9,0,13,0,1,0,0,5,12,2021,50
2021-12-19,Hospital_B,O_negative,6,5,314,6,0,20,0,1,0,0,6,12,2021,50
2021-12-20,Hospital_B,O_negative,16,18,316,16,0,4,0,0,0,0,0,12,2021,51
2021-12-21,Hospital_B,O_negative,10,14,320,10,0,0,0,0,0,0,1,12,2021,51
2021-12-22,Hospital_B,O_negative,8,6,318,8,0,0,0,0,0,0,2,12,2021,51
2021-12-23,Hospital_B,O_negative,11,18,325,11,0,0,0,0,0,0,3,12,2021,51
2021-12-24,Hospital_B,O_negative,7,6,324,7,0,0,0,0,0,0,4,12,2021,51
2021-12-25,Hospital_B,O_negative,4,11,331,4,0,8,0,1,1,0,5,12,2021,51
2021-12-26,Hospital_B,O_negative,7,8,332,7,0,1,0,1,0,0,6,12,2021,51
2021-12-27,Hospital_B,O_negative,11,11,332,11,0,2,0,0,0,0,0,12,2021,52
2021-12-28,Hospital_B,O_negative,23,19,328,23,0,24,0,0,0,0,1,12,2021,52
2021-12-29,Hospital_B,O_negative,11,13,330,11,0,13,0,0,0,0,2,12,2021,52
2021-12-30,Hospital_B,O_negative,17,18,331,17,0,23,0,0,0,0,3,12,2021,52
2021-12-31,Hospital_B,O_negative,16,14,329,16,0,7,0,0,0,0,4,12,2021,52
2022-01-01,Hospital_B,O_negative,4,6,331,4,0,3,0,1,0,0,5,1,2022,52
2022-01-02,Hospital_B,O_negative,15,19,335,15,0,6,0,1,0,0,6,1,2022,52
2022-01-03,Hospital_B,O_negative,16,7,326,16,0,20,0,0,0,0,0,1,2022,1
2022-01-04,Hospital_B,O_negative,13,8,321,13,0,13,0,0,0,0,1,1,2022,1
2022-01-05,Hospital_B,O_negative,28,32,325,28,0,0,0,0,0,0,2,1,2022,1
2022-01-06,Hospital_B,O_negative,6,6,325,6,0,3,0,0,0,0,3,1,2022,1
2022-01-07,Hospital_B,O_negative,14,11,322,14,0,0,0,0,0,0,4,1,2022,1
2022-01-08,Hospital_B,O_negative,6,5,321,6,0,0,0,1,0,0,5,1,2022,1
2022-01-09,Hospital_B,O_negative,5,4,320,5,0,6,0,1,0,0,6,1,2022,1
2022-01-10,Hospital_B,O_negative,18,25,327,18,0,0,0,0,0,0,0,1,2022,2
2022-01-11,Hospital_B,O_negative,14,12,325,14,0,0,0,0,0,0,1,1,2022,2
2022-01-12,Hospital_B,O_negative,22,22,325,22,0,0,0,0,0,0,2,1,2022,2
2022-01-13,Hospital_B,O_negative,14,15,326,14,0,0,0,0,0,0,3,1,2022,2
2022-01-14,Hospital_B,O_negative,9,3,320,9,0,0,0,0,0,0,4,1,2022,2
2022-01-15,Hospital_B,O_negative,10,7,317,10,0,0,0,1,0,0,5,1,2022,2
2022-01-16,Hospital_B,O_negative,6,6,317,6,0,0,0,1,0,0,6,1,2022,2
2022-01-17,Hospital_B,O_negative,27,32,322,27,0,0,0,0,0,0,0,1,2022,3
2022-01-18,Hospital_B,O_negative,8,7,321,8,0,0,0,0,0,0,1,1,2022,3
2022-01-19,Hospital_B,O_negative,9,12,324,9,0,0,0,0,0,0,2,1,2022,3
2022-01-20,Hospital_B,O_negative,11,12,325,11,0,0,0,0,0,0,3,1,2022,3
2022-01-21,Hospital_B,O_negative,8,14,331,8,0,0,0,0,0,0,4,1,2022,3
2022-01-22,Hospital_B,O_negative,10,10,331,10,0,0,0,1,0,0,5,1,2022,3
2022-01-23,Hospital_B,O_negative,14,12,329,14,0,0,0,1,0,0,6,1,2022,3
2022-01-24,Hospital_B,O_negative,14,16,331,14,0,0,0,0,0,0,0,1,2022,4
2022-01-25,Hospital_B,O_negative,10,5,326,10,0,0,0,0,0,0,1,1,2022,4
2022-01-26,Hospital_B,O_negative,5,6,327,5,0,0,0,0,1,0,2,1,2022,4
2022-01-27,Hospital_B,O_negative,15,20,332,15,0,0,0,0,0,0,3,1,2022,4
2022-01-28,Hospital_B,O_negative,13,13,332,13,0,0,0,0,0,0,4,1,2022,4
2022-01-29,Hospital_B,O_negative,8,14,338,8,0,0,0,1,0,0,5,1,2022,4
2022-01-30,Hospital_B,O_negative,8,5,335,8,0,0,0,1,0,0,6,1,2022,4
2022-01-31,Hospital_B,O_negative,12,12,335,12,0,0,0,0,0,0,0,1,2022,5
2022-02-01,Hospital_B,O_negative,12,18,341,12,0,0,0,0,0,0,1,2,2022,5
2022-02-02,Hospital_B,O_negative,5,7,343,5,0,0,0,0,0,0,2,2,2022,5
2022-02-03,Hospital_B,O_negative,11,12,344,11,0,0,0,0,0,0,3,2,2022,5
2022-02-04,Hospital_B,O_negative,8,7,343,8,0,0,0,0,0,0,4,2,2022,5
2022-02-05,Hospital_B,O_negative,12,10,341,12,0,0,0,1,0,0,5,2,2022,5
2022-02-06,Hospital_B,O_negative,7,7,341,7,0,0,0,1,0,0,6,2,2022,5
2022-02-07,Hospital_B,O_negative,12,10,339,12,0,0,0,0,0,0,0,2,2022,6
2022-02-08,Hospital_B,O_negative,12,14,341,12,0,0,0,0,0,0,1,2,2022,6
2022-02-09,Hospital_B,O_negative,13,18,346,13,0,4,0,0,0,0,2,2,2022,6
2022-02-10,Hospital_B,O_negative,28,51,369,28,0,0,0,0,0,0,3,2,2022,6
2022-02-11,Hospital_B,O_negative,7,4,366,7,0,0,0,0,0,0,4,2,2022,6
2022-02-12,Hospital_B,O_negative,4,4,366,4,0,0,0,1,0,0,5,2,2022,6
2022-02-13,Hospital_B,O_negative,6,5,365,6,0,0,0,1,0,0,6,2,2022,6
2022-02-14,Hospital_B,O_negative,17,15,363,17,0,0,0,0,0,0,0,2,2022,7
2022-02-15,Hospital_B,O_negative,11,10,362,11,0,0,0,0,0,0,1,2,2022,7
2022-02-16,Hospital_B,O_negative,8,7,361,8,0,0,0,0,0,0,2,2,2022,7
2022-02-17,Hospital_B,O_negative,17,20,364,17,0,0,0,0,0,0,3,2,2022,7
2022-02-18,Hospital_B,O_negative,9,12,367,9,0,0,0,0,0,0,4,2,2022,7
2022-02-19,Hospital_B,O_negative,8,5,364,8,0,4,0,1,0,0,5,2,2022,7
2022-02-20,Hospital_B,O_negative,8,5,361,8,0,0,0,1,0,0,6,2,2022,7
2022-02-21,Hospital_B,O_negative,15,17,363,15,0,0,0,0,0,0,0,2,2022,8
2022-02-22,Hospital_B,O_negative,9,11,365,9,0,7,0,0,0,0,1,2,2022,8
2022-02-23,Hospital_B,O_negative,9,13,369,9,0,5,0,0,0,0,2,2,2022,8
2022-02-24,Hospital_B,O_negative,14,13,368,14,0,25,0,0,0,0,3,2,2022,8
2022-02-25,Hospital_B,O_negative,22,20,366,22,0,54,0,0,0,0,4,2,2022,8
2022-02-26,Hospital_B,O_negative,2,0,364,2,0,72,0,1,0,0,5,2,2022,8
2022-02-27,Hospital_B,O_negative,7,4,361,7,0,79,0,1,0,0,6,2,2022,8
2022-02-28,Hospital_B,O_negative,17,18,362,17,0,74,0,0,0,0,0,2,2022,9
2022-03-01,Hospital_B,O_negative,15,25,344,15,28,31,0,0,0,0,1,3,2022,9
2022-03-02,Hospital_B,O_negative,6,10,343,6,5,37,0,0,0,0,2,3,2022,9
2022-03-03,Hospital_B,O_negative,14,18,339,14,8,66,0,0,0,0,3,3,2022,9
2022-03-04,Hospital_B,O_negative,10,12,341,10,0,56,0,0,0,0,4,3,2022,9
2022-03-05,Hospital_B,O_negative,1,0,340,1,0,74,0,1,0,0,5,3,2022,9
2022-03-06,Hospital_B,O_negative,5,7,338,5,4,65,0,1,0,0,6,3,2022,9
